Unit,Latitude_WGS84,Longitude_WGS84,Authorship,Area_Toponym,Dom_Veg_Height,Percent_Vis,Farm,Soil,Background_Dist,Sherd_Crusting,Surf_Clast_Size,Quantity,Bone_Shell,Glass,Metal,Other,Pottery,Stone_Lithics,Terra_Cotta,Prehistoric,Class_Hellen,Roman,Late_Roman,Medieval
Unit 1348,34.99056279,33.71262426,Dimitri Nakassis,Kokkinokremos,<= ankle,60,Plowed,Compacted,,None,Coarse Gravel (75-19mm),21,0,0,0,0,21,0,0,3,17,1,0,0
Unit 1349,34.99093056,33.71232284,Dimitri Nakassis,Kokkinokremos,<= ankle,40,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),23,0,0,1,0,22,0,0,1,17,0,1,0
Unit 1350,34.9913309,33.71196337,Dimitri Nakassis,Kokkinokremos,<= ankle,60,Plowed,Compacted,Moderate,None,Fine Gravel (19-5mm),21,0,0,0,0,17,3,1,1,8,0,6,0
Unit 1351,34.99130302,33.71234221,David K. Pettegrew,Kokkinokremos,<= knee,50,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),19,0,0,0,0,19,0,0,0,17,1,0,0
Unit 1352,34.99143141,33.71279083,David K. Pettegrew,Kokkinokremos,<= knee,60,Plowed,Compacted,Heavy,Light,Fine Gravel (19-5mm),21,0,0,0,0,21,0,0,2,15,0,0,0
Unit 1353,34.99143922,33.71322054,David K. Pettegrew,Kokkinokremos,<= knee,70,Plowed,Compacted,Heavy,Light,Cobble (300-75mm),30,0,0,0,0,28,2,0,10,17,0,0,0
Unit 1354,34.99111843,33.7127326,David K. Pettegrew,Kokkinokremos,<= knee,60,Plowed,Compacted,Heavy,Light,Coarse Gravel (75-19mm),18,0,0,0,0,18,0,0,0,17,0,0,0
Unit 1355,34.99079176,33.7127688,David K. Pettegrew,Kokkinokremos,<= knee,60,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),18,1,0,0,0,16,1,0,0,15,1,0,0
Unit 1356,34.98872739,33.71380943,William R. Caraher,Kokkinokremos,<= ankle,80,Unplowed,Compacted,Moderate,None,Cobble (300-75mm),71,0,0,0,0,69,1,1,4,52,7,2,0
Unit 1357,34.98848512,33.71326499,William R. Caraher,Kokkinokremos,<= ankle,80,Unplowed,Compacted,Moderate,None,Cobble (300-75mm),41,0,0,0,0,41,0,0,3,33,3,1,0
Unit 1400,34.98337838,33.70746441,David K. Pettegrew,Vigla-Ridge,<= knee,60,Unplowed,Compacted,Moderate,None,Coarse Gravel (75-19mm),246,0,0,0,0,244,2,0,2,60,24,49,0
Unit 1401,34.98329609,33.70676154,David K. Pettegrew,Vigla-Ridge,<= knee,60,Unplowed,Compacted,Moderate,None,Coarse Gravel (75-19mm),210,0,0,0,0,210,0,0,5,24,37,72,0
Unit 1402,34.98330473,33.70617384,David K. Pettegrew,Vigla-Ridge,<= knee,60,Unplowed,Compacted,Moderate,None,Coarse Gravel (75-19mm),180,0,0,0,0,179,1,0,42,11,31,5,0
Unit 1403,34.98335561,33.7056373,David K. Pettegrew,Vigla-Ridge,<= knee,70,Unplowed,Compacted,Moderate,None,Coarse Gravel (75-19mm),136,0,0,0,0,136,0,0,2,42,35,15,0
Unit 1404,34.98396088,33.70555614,David K. Pettegrew,Vigla-Ridge,<= knee,50,Unplowed,Compacted,Light,Light,Coarse Gravel (75-19mm),78,0,0,0,1,77,0,0,1,6,16,24,0
Unit 1450,34.99611834,33.70417215,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),3,0,0,0,0,2,1,0,0,0,1,0,0
Unit 1451,34.99623583,33.70376345,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Cobble (300-75mm),8,0,0,0,0,7,1,0,0,0,0,0,0
Unit 1452,34.99635524,33.70334005,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),10,0,0,0,0,6,4,0,0,0,0,0,0
Unit 1453,34.99647279,33.70292612,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),6,0,0,0,0,4,2,0,0,0,0,0,1
Unit 1454,34.99659235,33.7025104,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),10,0,0,0,0,9,1,0,0,1,2,0,0
Unit 1455,34.9967199,33.70208839,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),9,0,0,0,0,9,0,0,0,1,2,0,0
Unit 1456,34.99669707,33.7034773,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),6,0,0,0,0,6,0,0,0,0,0,0,0
Unit 1457,34.99681537,33.70306619,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),7,0,0,0,0,5,2,0,0,0,0,0,0
Unit 1458,34.99693196,33.70265321,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),8,0,0,0,0,6,2,0,0,0,1,0,0
Unit 1459,34.99706071,33.70223737,Matt Dalton,Kazama,<= ankle,80,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),3,0,0,0,0,2,1,0,0,2,0,0,0
Unit 1460,34.99739696,33.7023863,Matt Dalton,Kazama,<= ankle,70,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),2,0,0,0,0,1,1,0,0,0,0,0,0
Unit 1461,34.99576757,33.70403569,Matt Dalton,Kazama,<= ankle,80,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),5,0,0,0,0,5,0,0,0,1,0,0,0
Unit 1462,34.99588709,33.70362731,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),7,0,0,0,0,7,0,0,0,0,2,1,0
Unit 1463,34.99600885,33.70320009,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),6,0,0,0,0,4,2,0,0,0,0,0,0
Unit 1464,34.9961358,33.70278103,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),4,0,0,0,1,3,0,0,0,0,1,0,0
Unit 1465,34.99625974,33.70236346,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),10,1,0,0,0,8,1,0,0,0,0,0,0
Unit 1466,34.9963813,33.70194328,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),13,0,0,0,0,12,1,0,1,1,1,0,0
Unit 1467,34.99592814,33.70221124,Matt Dalton,Kazama,<= ankle,70,Plowed,Loose,Heavy,None,Coarse Gravel (75-19mm),6,0,0,0,0,6,0,0,0,1,0,0,0
Unit 1468,34.99559002,33.70206352,Matt Dalton,Kazama,<= ankle,70,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),7,0,0,0,0,6,1,0,0,2,1,0,0
Unit 1469,34.99525652,33.70190783,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),4,0,0,0,0,4,0,0,0,0,0,0,0
Unit 1470,34.99483738,33.70205824,Matt Dalton,Kazama,<= ankle,60,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),4,0,0,0,0,3,1,0,0,0,0,2,0
Unit 1471,34.9944655,33.70200096,Matt Dalton,Kazama,<= ankle,60,Plowed,Compacted,Heavy,None,Coarse Gravel (75-19mm),7,0,0,0,0,6,1,0,0,1,3,0,0
Unit 1472,34.99348295,33.70226768,Matt Dalton,Kazama,<= ankle,90,Plowed,Loose,Moderate,Light,Coarse Gravel (75-19mm),11,0,0,0,0,10,1,0,1,2,4,0,0
Unit 1473,34.99313273,33.70214317,Matt Dalton,Kazama,<= ankle,90,Plowed,Loose,Moderate,Light,Fine Gravel (19-5mm),11,0,0,0,0,11,0,0,0,5,0,0,0
Unit 1474,34.99278396,33.70201683,Matt Dalton,Kazama,<= ankle,90,Plowed,Loose,Heavy,Light,Fine Gravel (19-5mm),24,0,0,0,0,24,0,0,0,1,5,0,0
Unit 1475,34.99243837,33.70189495,Matt Dalton,Kazama,<= ankle,80,Plowed,Loose,Heavy,None,Fine Gravel (19-5mm),20,0,0,0,0,19,1,0,0,3,2,0,0
Unit 1476,34.99199755,33.70220595,Matt Dalton,Kazama,<= ankle,80,Plowed,Loose,Heavy,Light,Fine Gravel (19-5mm),14,0,0,0,1,12,1,0,0,1,3,1,0
Unit 1477,34.99234962,33.70230363,Matt Dalton,Kazama,<= ankle,80,Plowed,Loose,Moderate,Light,Fine Gravel (19-5mm),12,0,0,0,0,11,1,0,0,1,3,0,0
Unit 1478,34.99270775,33.70242416,Matt Dalton,Kazama,<= ankle,90,Plowed,Compacted,Heavy,None,Fine Gravel (19-5mm),6,0,0,0,0,5,1,0,0,0,1,0,0
Unit 1479,34.9930413,33.70255995,Matt Dalton,Kazama,<= ankle,90,Plowed,Loose,Heavy,None,Fine Gravel (19-5mm),22,0,0,0,0,22,0,0,1,2,7,0,0
Unit 1480,34.99337971,33.70268699,Matt Dalton,Kazama,<= ankle,90,Plowed,Loose,Heavy,None,Fine Gravel (19-5mm),20,0,0,0,0,20,0,0,2,3,5,2,0
Unit 1481,34.99294834,33.70298781,Matt Dalton,Kazama,<= ankle,70,Plowed,Compacted,Heavy,None,Fine Gravel (19-5mm),8,0,0,0,0,8,0,0,2,1,3,0,0
Unit 1482,34.99260874,33.70284504,Matt Dalton,Kazama,<= ankle,90,Plowed,Loose,Heavy,None,Fine Gravel (19-5mm),5,0,0,0,0,5,0,0,0,0,2,0,0
Unit 1483,34.99520466,33.70592567,Matt Dalton,Kazama,<= ankle,20,Unplowed,Compacted,Moderate,None,Fine Gravel (19-5mm),22,0,0,0,0,22,0,0,1,1,1,0,0
Unit 1484,34.99539799,33.70558244,Matt Dalton,Kazama,<= ankle,30,Unplowed,Compacted,Moderate,None,Fine Gravel (19-5mm),15,0,0,0,0,14,1,0,0,1,1,0,0
Unit 1485,34.99559748,33.70522887,Matt Dalton,Kazama,<= ankle,10,Unplowed,Compacted,Moderate,None,Fine Gravel (19-5mm),1,0,0,0,0,0,1,0,0,0,0,0,0
Unit 1486,34.99579854,33.70487572,Matt Dalton,Kazama,<= ankle,30,Unplowed,Compacted,Moderate,None,Fine Gravel (19-5mm),1,0,0,0,0,1,0,0,0,0,0,0,0
Unit 1487,34.99599299,33.70454042,Matt Dalton,Kazama,<= ankle,30,Unplowed,Compacted,Heavy,None,Fine Gravel (19-5mm),4,0,0,0,0,4,0,0,0,0,1,0,0
Unit 1488,34.98647412,33.70669742,David K. Pettegrew,Vigla North,<= ankle,70,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),15,0,0,0,0,15,0,0,1,1,1,2,0
Unit 1489,34.98655266,33.70736766,David K. Pettegrew,Vigla North,<= ankle,70,Plowed,Compacted,Moderate,Light,Fine Gravel (19-5mm),61,0,0,0,0,60,1,0,17,1,12,2,0
Unit 1490,34.98665493,33.70824299,David K. Pettegrew,Vigla North,<= ankle,70,Plowed,Compacted,Moderate,Light,Fine Gravel (19-5mm),111,0,1,0,0,110,0,0,45,6,15,1,0
Unit 1491,34.98675526,33.70912602,David K. Pettegrew,Vigla North,<= ankle,70,Plowed,Compacted,Moderate,Light,Fine Gravel (19-5mm),92,0,0,0,0,91,1,0,34,1,20,1,0
Unit 1492,34.98712234,33.70905072,David K. Pettegrew,Vigla North,<= ankle,80,Plowed,Compacted,Moderate,Light,Fine Gravel (19-5mm),101,0,0,0,0,101,0,0,24,2,16,1,0
Unit 1493,34.98701896,33.70818187,David K. Pettegrew,Vigla North,<= ankle,80,Plowed,Compacted,Moderate,Light,Fine Gravel (19-5mm),103,0,0,0,0,103,0,0,41,4,21,0,0
Unit 1494,34.98690548,33.70729041,David K. Pettegrew,Vigla North,<= ankle,80,Plowed,Compacted,Moderate,Light,Fine Gravel (19-5mm),127,0,0,0,0,127,0,0,42,14,18,2,0
Unit 1495,34.98681814,33.70662734,David K. Pettegrew,Vigla North,<= ankle,80,Plowed,Compacted,Moderate,Light,Fine Gravel (19-5mm),61,0,0,0,0,61,0,0,22,2,11,1,0
